,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,labels
0,0.875,0.471,1,-11.791,1,0.0526,0.369,0.511,0.137,0.96,112.024,audio_features,1tXB89xpEt20ZlSbEkxk29,spotify:track:1tXB89xpEt20ZlSbEkxk29,https://api.spotify.com/v1/tracks/1tXB89xpEt20ZlSbEkxk29,https://api.spotify.com/v1/audio-analysis/1tXB89xpEt20ZlSbEkxk29,227776,4,6
1,0.596,0.814,9,-8.481,1,0.056,0.00118,0.00286,0.102,0.255,133.203,audio_features,5UatawMsGULDVG2h8wE1KS,spotify:track:5UatawMsGULDVG2h8wE1KS,https://api.spotify.com/v1/tracks/5UatawMsGULDVG2h8wE1KS,https://api.spotify.com/v1/audio-analysis/5UatawMsGULDVG2h8wE1KS,288349,4,9
2,0.671,0.663,0,-5.732,1,0.0789,0.654,3.41e-06,0.0932,0.332,176.007,audio_features,6Xm16BNM5WBcsOp6aAepFL,spotify:track:6Xm16BNM5WBcsOp6aAepFL,https://api.spotify.com/v1/tracks/6Xm16BNM5WBcsOp6aAepFL,https://api.spotify.com/v1/audio-analysis/6Xm16BNM5WBcsOp6aAepFL,146846,4,8
3,0.74,0.503,1,-11.347,1,0.0522,0.0898,0.0665,0.118,0.548,118.026,audio_features,2zR85boqjMOKPygjdDbGbC,spotify:track:2zR85boqjMOKPygjdDbGbC,https://api.spotify.com/v1/tracks/2zR85boqjMOKPygjdDbGbC,https://api.spotify.com/v1/audio-analysis/2zR85boqjMOKPygjdDbGbC,250521,4,7
4,0.654,0.804,9,-5.437,1,0.0505,0.00431,0.635,0.204,0.208,173.972,audio_features,4WlSrA0dALD8NXSOTNhjNT,spotify:track:4WlSrA0dALD8NXSOTNhjNT,https://api.spotify.com/v1/tracks/4WlSrA0dALD8NXSOTNhjNT,https://api.spotify.com/v1/audio-analysis/4WlSrA0dALD8NXSOTNhjNT,284444,1,10
5,0.738,0.713,1,-5.977,0,0.0444,0.0999,1.06e-06,0.0542,0.49,126.077,audio_features,3J3EdH1ZgXqk1ROTzQOF0U,spotify:track:3J3EdH1ZgXqk1ROTzQOF0U,https://api.spotify.com/v1/tracks/3J3EdH1ZgXqk1ROTzQOF0U,https://api.spotify.com/v1/audio-analysis/3J3EdH1ZgXqk1ROTzQOF0U,189266,4,7
6,0.661,0.281,3,-11.854,1,0.0671,0.572,0.00929,0.109,0.218,129.9,audio_features,1No3OKWvdgtctLvSKQcREg,spotify:track:1No3OKWvdgtctLvSKQcREg,https://api.spotify.com/v1/tracks/1No3OKWvdgtctLvSKQcREg,https://api.spotify.com/v1/audio-analysis/1No3OKWvdgtctLvSKQcREg,190433,4,5
7,0.782,0.614,7,-6.906,1,0.0475,0.212,0.781,0.16,0.711,97.575,audio_features,6lzAGvpGoMJq3Y601qvqUa,spotify:track:6lzAGvpGoMJq3Y601qvqUa,https://api.spotify.com/v1/tracks/6lzAGvpGoMJq3Y601qvqUa,https://api.spotify.com/v1/audio-analysis/6lzAGvpGoMJq3Y601qvqUa,308989,4,6
8,0.64,0.785,11,-5.216,0,0.0599,0.0172,2.92e-06,0.0367,0.329,98.039,audio_features,5B4OHfhleFoPLnR2VFRePO,spotify:track:5B4OHfhleFoPLnR2VFRePO,https://api.spotify.com/v1/tracks/5B4OHfhleFoPLnR2VFRePO,https://api.spotify.com/v1/audio-analysis/5B4OHfhleFoPLnR2VFRePO,190623,4,3
9,0.604,0.788,11,-7.38,1,0.0583,0.174,0.0,0.0404,0.772,100.026,audio_features,0Muqa8sNqVvjEQo4yfBKXw,spotify:track:0Muqa8sNqVvjEQo4yfBKXw,https://api.spotify.com/v1/tracks/0Muqa8sNqVvjEQo4yfBKXw,https://api.spotify.com/v1/audio-analysis/0Muqa8sNqVvjEQo4yfBKXw,272125,4,0
10,0.618,0.802,5,-4.792,1,0.0265,0.00151,0.0211,0.252,0.567,102.008,audio_features,5iEOCpoeZDAGae1IycuPxh,spotify:track:5iEOCpoeZDAGae1IycuPxh,https://api.spotify.com/v1/tracks/5iEOCpoeZDAGae1IycuPxh,https://api.spotify.com/v1/audio-analysis/5iEOCpoeZDAGae1IycuPxh,261153,4,3
11,0.616,0.152,0,-10.839,1,0.0307,0.945,0.0,0.164,0.406,141.729,audio_features,0eYSzApMKixJLlYPnk3gBW,spotify:track:0eYSzApMKixJLlYPnk3gBW,https://api.spotify.com/v1/tracks/0eYSzApMKixJLlYPnk3gBW,https://api.spotify.com/v1/audio-analysis/0eYSzApMKixJLlYPnk3gBW,153504,3,5
12,0.495,0.825,8,-7.037,1,0.038,7.07e-05,0.000531,0.0921,0.665,151.94,audio_features,5MI8umTu0luQ4wQPm87adK,spotify:track:5MI8umTu0luQ4wQPm87adK,https://api.spotify.com/v1/tracks/5MI8umTu0luQ4wQPm87adK,https://api.spotify.com/v1/audio-analysis/5MI8umTu0luQ4wQPm87adK,168075,4,8
13,0.626,0.243,7,-15.026,1,0.0385,0.782,0.000541,0.0905,0.352,75.029,audio_features,1RPFnPCvtBc46BFVOnzmPx,spotify:track:1RPFnPCvtBc46BFVOnzmPx,https://api.spotify.com/v1/tracks/1RPFnPCvtBc46BFVOnzmPx,https://api.spotify.com/v1/audio-analysis/1RPFnPCvtBc46BFVOnzmPx,233773,3,1
14,0.56,0.501,2,-7.984,0,0.0366,0.000776,0.00169,0.149,0.207,125.024,audio_features,4T6W5VTa08LXtOE5tg8J6M,spotify:track:4T6W5VTa08LXtOE5tg8J6M,https://api.spotify.com/v1/tracks/4T6W5VTa08LXtOE5tg8J6M,https://api.spotify.com/v1/audio-analysis/4T6W5VTa08LXtOE5tg8J6M,294333,4,9
15,0.75,0.585,9,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331,audio_features,5mIOsPuQdXchVY0jB5NO9Q,spotify:track:5mIOsPuQdXchVY0jB5NO9Q,https://api.spotify.com/v1/tracks/5mIOsPuQdXchVY0jB5NO9Q,https://api.spotify.com/v1/audio-analysis/5mIOsPuQdXchVY0jB5NO9Q,159595,4,0
16,0.75,0.819,10,-6.6,0,0.151,0.0674,0.000979,0.308,0.614,116.054,audio_features,2Oc5ez4PVPnIWAmYr8i99V,spotify:track:2Oc5ez4PVPnIWAmYr8i99V,https://api.spotify.com/v1/tracks/2Oc5ez4PVPnIWAmYr8i99V,https://api.spotify.com/v1/audio-analysis/2Oc5ez4PVPnIWAmYr8i99V,259173,4,3
17,0.771,0.652,0,-7.201,1,0.0549,0.00396,0.889,0.113,0.467,116.005,audio_features,6k92XAMEfiEPoslrJ9PkjY,spotify:track:6k92XAMEfiEPoslrJ9PkjY,https://api.spotify.com/v1/tracks/6k92XAMEfiEPoslrJ9PkjY,https://api.spotify.com/v1/audio-analysis/6k92XAMEfiEPoslrJ9PkjY,368360,4,6
18,0.76,0.669,5,-9.105,0,0.285,0.0757,0.0215,0.77,0.215,112.023,audio_features,6Ao5d7TMQ92h87jQqSHGyw,spotify:track:6Ao5d7TMQ92h87jQqSHGyw,https://api.spotify.com/v1/tracks/6Ao5d7TMQ92h87jQqSHGyw,https://api.spotify.com/v1/audio-analysis/6Ao5d7TMQ92h87jQqSHGyw,196071,4,2
19,0.705,0.782,1,-6.284,0,0.0377,0.672,0.00496,0.138,0.963,90.997,audio_features,5P1eorfAD2voGnX7ZbuvFz,spotify:track:5P1eorfAD2voGnX7ZbuvFz,https://api.spotify.com/v1/tracks/5P1eorfAD2voGnX7ZbuvFz,https://api.spotify.com/v1/audio-analysis/5P1eorfAD2voGnX7ZbuvFz,237533,4,0
20,0.802,0.668,7,-7.046,1,0.0726,0.191,0.907,0.117,0.252,107.998,audio_features,5BiriP6bIeE8FqmQm6Sqex,spotify:track:5BiriP6bIeE8FqmQm6Sqex,https://api.spotify.com/v1/tracks/5BiriP6bIeE8FqmQm6Sqex,https://api.spotify.com/v1/audio-analysis/5BiriP6bIeE8FqmQm6Sqex,366680,4,6
21,0.77,0.51,10,-7.17,0,0.38,0.171,0.000637,0.0995,0.359,108.995,audio_features,5gWCNZX5T9aNKOagwUMNQQ,spotify:track:5gWCNZX5T9aNKOagwUMNQQ,https://api.spotify.com/v1/tracks/5gWCNZX5T9aNKOagwUMNQQ,https://api.spotify.com/v1/audio-analysis/5gWCNZX5T9aNKOagwUMNQQ,216330,4,7
22,0.738,0.508,3,-9.421,0,0.0817,0.682,0.928,0.0885,0.474,118.047,audio_features,1nAy9oiNxS1BSqth2UDULJ,spotify:track:1nAy9oiNxS1BSqth2UDULJ,https://api.spotify.com/v1/tracks/1nAy9oiNxS1BSqth2UDULJ,https://api.spotify.com/v1/audio-analysis/1nAy9oiNxS1BSqth2UDULJ,289960,4,6
23,0.753,0.868,7,-2.318,1,0.097,0.173,0.0,0.268,0.709,130.081,audio_features,63EUqnpcphhZh8SbXagArw,spotify:track:63EUqnpcphhZh8SbXagArw,https://api.spotify.com/v1/tracks/63EUqnpcphhZh8SbXagArw,https://api.spotify.com/v1/audio-analysis/63EUqnpcphhZh8SbXagArw,126906,4,3
24,0.738,0.75,11,-3.654,0,0.219,0.0167,0.00976,0.174,0.342,112.009,audio_features,1jBKtzlwTVtCrScpiiHiKT,spotify:track:1jBKtzlwTVtCrScpiiHiKT,https://api.spotify.com/v1/tracks/1jBKtzlwTVtCrScpiiHiKT,https://api.spotify.com/v1/audio-analysis/1jBKtzlwTVtCrScpiiHiKT,207840,4,3
25,0.697,0.852,0,-7.717,1,0.0494,0.0221,0.0623,0.0568,0.538,114.581,audio_features,4VWtDv7ASGkNGfPjTI8fPw,spotify:track:4VWtDv7ASGkNGfPjTI8fPw,https://api.spotify.com/v1/tracks/4VWtDv7ASGkNGfPjTI8fPw,https://api.spotify.com/v1/audio-analysis/4VWtDv7ASGkNGfPjTI8fPw,225133,4,3
26,0.487,0.509,0,-9.051,1,0.0241,0.58,0.00878,0.115,0.2,94.017,audio_features,74uoN2UfgdUAzwVeFaRUE2,spotify:track:74uoN2UfgdUAzwVeFaRUE2,https://api.spotify.com/v1/tracks/74uoN2UfgdUAzwVeFaRUE2,https://api.spotify.com/v1/audio-analysis/74uoN2UfgdUAzwVeFaRUE2,206465,4,4
27,0.605,0.299,6,-11.192,0,0.0264,0.751,0.474,0.0943,0.181,109.008,audio_features,21JL0gpeAYgbSUmzhgSPJz,spotify:track:21JL0gpeAYgbSUmzhgSPJz,https://api.spotify.com/v1/tracks/21JL0gpeAYgbSUmzhgSPJz,https://api.spotify.com/v1/audio-analysis/21JL0gpeAYgbSUmzhgSPJz,212467,4,1
28,0.453,0.803,2,-4.768,1,0.0445,4.66e-05,0.0655,0.0674,0.385,159.571,audio_features,5kTfGxslMBLVeapaoeb0ZW,spotify:track:5kTfGxslMBLVeapaoeb0ZW,https://api.spotify.com/v1/tracks/5kTfGxslMBLVeapaoeb0ZW,https://api.spotify.com/v1/audio-analysis/5kTfGxslMBLVeapaoeb0ZW,189949,4,8
29,0.621,0.989,10,-4.225,0,0.0434,0.015,0.357,0.184,0.0348,126.002,audio_features,2prnn41CblB8B4yWACDljP,spotify:track:2prnn41CblB8B4yWACDljP,https://api.spotify.com/v1/tracks/2prnn41CblB8B4yWACDljP,https://api.spotify.com/v1/audio-analysis/2prnn41CblB8B4yWACDljP,158095,4,10
30,0.796,0.552,0,-7.226,1,0.0314,0.00113,0.0101,0.0876,0.468,123.004,audio_features,1u73tmG4xQschbK8cXxSD9,spotify:track:1u73tmG4xQschbK8cXxSD9,https://api.spotify.com/v1/tracks/1u73tmG4xQschbK8cXxSD9,https://api.spotify.com/v1/audio-analysis/1u73tmG4xQschbK8cXxSD9,493796,4,7
31,0.898,0.893,1,-7.255,1,0.225,0.207,9.33e-05,0.061,0.653,129.047,audio_features,4tcPIwy0UvLYjhXLrMyx89,spotify:track:4tcPIwy0UvLYjhXLrMyx89,https://api.spotify.com/v1/tracks/4tcPIwy0UvLYjhXLrMyx89,https://api.spotify.com/v1/audio-analysis/4tcPIwy0UvLYjhXLrMyx89,150635,4,0
32,0.587,0.722,7,-8.332,1,0.0574,0.133,0.00322,0.133,0.294,81.973,audio_features,23YxxyxIHbIj8zBf4ZfGSX,spotify:track:23YxxyxIHbIj8zBf4ZfGSX,https://api.spotify.com/v1/tracks/23YxxyxIHbIj8zBf4ZfGSX,https://api.spotify.com/v1/audio-analysis/23YxxyxIHbIj8zBf4ZfGSX,198840,4,9
33,0.445,0.695,7,-5.843,1,0.0379,0.00603,0.502,0.181,0.195,82.033,audio_features,1isVA9WBGqhuSB7jtiq5M7,spotify:track:1isVA9WBGqhuSB7jtiq5M7,https://api.spotify.com/v1/tracks/1isVA9WBGqhuSB7jtiq5M7,https://api.spotify.com/v1/audio-analysis/1isVA9WBGqhuSB7jtiq5M7,294240,4,9
34,0.587,0.722,7,-8.332,1,0.0574,0.133,0.00322,0.133,0.294,81.973,audio_features,1jyN2jROkI3dR6UbnkDPrp,spotify:track:1jyN2jROkI3dR6UbnkDPrp,https://api.spotify.com/v1/tracks/1jyN2jROkI3dR6UbnkDPrp,https://api.spotify.com/v1/audio-analysis/1jyN2jROkI3dR6UbnkDPrp,198840,4,9
35,0.671,0.683,7,-5.271,1,0.0965,0.135,0.00107,0.0534,0.809,164.943,audio_features,5QUhSXDrrX7euR87oeQevM,spotify:track:5QUhSXDrrX7euR87oeQevM,https://api.spotify.com/v1/tracks/5QUhSXDrrX7euR87oeQevM,https://api.spotify.com/v1/audio-analysis/5QUhSXDrrX7euR87oeQevM,193369,4,8
36,0.557,0.616,10,-8.938,1,0.0387,0.559,8.04e-05,0.0812,0.471,86.802,audio_features,34iHUnhp0sZXdnpQLP43PI,spotify:track:34iHUnhp0sZXdnpQLP43PI,https://api.spotify.com/v1/tracks/34iHUnhp0sZXdnpQLP43PI,https://api.spotify.com/v1/audio-analysis/34iHUnhp0sZXdnpQLP43PI,223400,4,4
37,0.653,0.496,10,-7.262,0,0.0868,0.625,0.274,0.151,0.102,86.013,audio_features,2pSsHnjAgEPjHmet7ChlHQ,spotify:track:2pSsHnjAgEPjHmet7ChlHQ,https://api.spotify.com/v1/tracks/2pSsHnjAgEPjHmet7ChlHQ,https://api.spotify.com/v1/audio-analysis/2pSsHnjAgEPjHmet7ChlHQ,195905,4,4
38,0.74,0.498,10,-9.141,1,0.167,0.677,4.35e-05,0.102,0.192,100.024,audio_features,4IX1G5Ibs3aWyiSLUO7OPt,spotify:track:4IX1G5Ibs3aWyiSLUO7OPt,https://api.spotify.com/v1/tracks/4IX1G5Ibs3aWyiSLUO7OPt,https://api.spotify.com/v1/audio-analysis/4IX1G5Ibs3aWyiSLUO7OPt,236378,4,4
39,0.704,0.572,0,-6.417,1,0.0387,0.463,3.25e-06,0.101,0.736,132.134,audio_features,1iWOQ4iHLiRGzwNr25rA42,spotify:track:1iWOQ4iHLiRGzwNr25rA42,https://api.spotify.com/v1/tracks/1iWOQ4iHLiRGzwNr25rA42,https://api.spotify.com/v1/audio-analysis/1iWOQ4iHLiRGzwNr25rA42,181787,4,0
40,0.643,0.547,5,-10.297,0,0.0528,0.198,0.025,0.173,0.324,80.983,audio_features,5duZe3kHUqNENd97WYqmYL,spotify:track:5duZe3kHUqNENd97WYqmYL,https://api.spotify.com/v1/tracks/5duZe3kHUqNENd97WYqmYL,https://api.spotify.com/v1/audio-analysis/5duZe3kHUqNENd97WYqmYL,266722,4,4
41,0.674,0.74,4,-9.138,1,0.0504,0.515,0.818,0.319,0.166,125.998,audio_features,27cgqh0VRhVeM61ugTnorD,spotify:track:27cgqh0VRhVeM61ugTnorD,https://api.spotify.com/v1/tracks/27cgqh0VRhVeM61ugTnorD,https://api.spotify.com/v1/audio-analysis/27cgqh0VRhVeM61ugTnorD,296360,4,6
42,0.566,0.813,5,-7.404,1,0.0445,0.0703,0.000218,0.223,0.702,159.996,audio_features,1pZc0tmJBL9mx0wq7FE0Gr,spotify:track:1pZc0tmJBL9mx0wq7FE0Gr,https://api.spotify.com/v1/tracks/1pZc0tmJBL9mx0wq7FE0Gr,https://api.spotify.com/v1/audio-analysis/1pZc0tmJBL9mx0wq7FE0Gr,195573,4,8
43,0.669,0.552,0,-7.98,1,0.0587,0.807,0.000874,0.321,0.488,100.102,audio_features,6IW4TUC3zHW4tpikDg1w7Y,spotify:track:6IW4TUC3zHW4tpikDg1w7Y,https://api.spotify.com/v1/tracks/6IW4TUC3zHW4tpikDg1w7Y,https://api.spotify.com/v1/audio-analysis/6IW4TUC3zHW4tpikDg1w7Y,180800,4,4
44,0.711,0.611,1,-5.453,1,0.329,0.00575,0.0,0.231,0.144,134.14,audio_features,7Bpx2vsWfQFBACRz4h3IqH,spotify:track:7Bpx2vsWfQFBACRz4h3IqH,https://api.spotify.com/v1/tracks/7Bpx2vsWfQFBACRz4h3IqH,https://api.spotify.com/v1/audio-analysis/7Bpx2vsWfQFBACRz4h3IqH,252070,4,7
45,0.709,0.459,5,-11.193,1,0.0654,0.432,6.29e-06,0.23,0.377,95.014,audio_features,1I042sygvOn2C5SybTCuJ1,spotify:track:1I042sygvOn2C5SybTCuJ1,https://api.spotify.com/v1/tracks/1I042sygvOn2C5SybTCuJ1,https://api.spotify.com/v1/audio-analysis/1I042sygvOn2C5SybTCuJ1,225863,4,4
46,0.803,0.71,6,-8.788,1,0.065,0.134,0.846,0.0817,0.636,119.982,audio_features,4uMiwZSs7deJLgHwVv75wz,spotify:track:4uMiwZSs7deJLgHwVv75wz,https://api.spotify.com/v1/tracks/4uMiwZSs7deJLgHwVv75wz,https://api.spotify.com/v1/audio-analysis/4uMiwZSs7deJLgHwVv75wz,262000,4,6
47,0.868,0.811,1,-5.037,1,0.0358,0.0028,0.000232,0.114,0.791,120.05,audio_features,5dyFpHnCShXfEmDoKIg0J5,spotify:track:5dyFpHnCShXfEmDoKIg0J5,https://api.spotify.com/v1/tracks/5dyFpHnCShXfEmDoKIg0J5,https://api.spotify.com/v1/audio-analysis/5dyFpHnCShXfEmDoKIg0J5,218973,4,0
48,0.482,0.671,5,-7.135,1,0.0412,0.454,0.000159,0.0791,0.547,137.836,audio_features,5fwabfmJtYmNbcNd2ISl3x,spotify:track:5fwabfmJtYmNbcNd2ISl3x,https://api.spotify.com/v1/tracks/5fwabfmJtYmNbcNd2ISl3x,https://api.spotify.com/v1/audio-analysis/5fwabfmJtYmNbcNd2ISl3x,255533,4,8
49,0.713,0.662,6,-4.835,0,0.0453,0.0032,0.18,0.238,0.597,99.992,audio_features,4zvRdQWreRSHm8siX9cvzO,spotify:track:4zvRdQWreRSHm8siX9cvzO,https://api.spotify.com/v1/tracks/4zvRdQWreRSHm8siX9cvzO,https://api.spotify.com/v1/audio-analysis/4zvRdQWreRSHm8siX9cvzO,160601,4,3
50,0.489,0.361,1,-10.63,1,0.0372,0.964,0.0059,0.177,0.241,78.156,audio_features,5vUZMotVhkVcizIP0qrgr8,spotify:track:5vUZMotVhkVcizIP0qrgr8,https://api.spotify.com/v1/tracks/5vUZMotVhkVcizIP0qrgr8,https://api.spotify.com/v1/audio-analysis/5vUZMotVhkVcizIP0qrgr8,280994,4,1
51,0.466,0.113,2,-13.325,1,0.0414,0.947,7.53e-05,0.0986,0.104,125.369,audio_features,6oAa31g091sMNe1TKo5LBS,spotify:track:6oAa31g091sMNe1TKo5LBS,https://api.spotify.com/v1/tracks/6oAa31g091sMNe1TKo5LBS,https://api.spotify.com/v1/audio-analysis/6oAa31g091sMNe1TKo5LBS,266432,4,1
52,0.665,0.788,5,-3.889,0,0.0857,0.142,0.0,0.317,0.63,80.476,audio_features,5wJ9sSG7NItwu34jMnyxqa,spotify:track:5wJ9sSG7NItwu34jMnyxqa,https://api.spotify.com/v1/tracks/5wJ9sSG7NItwu34jMnyxqa,https://api.spotify.com/v1/audio-analysis/5wJ9sSG7NItwu34jMnyxqa,175867,4,3
53,0.75,0.597,0,-8.398,1,0.0525,0.133,0.641,0.334,0.242,123.004,audio_features,5E5s8Ho7qfYlKP8kJhcQa9,spotify:track:5E5s8Ho7qfYlKP8kJhcQa9,https://api.spotify.com/v1/tracks/5E5s8Ho7qfYlKP8kJhcQa9,https://api.spotify.com/v1/audio-analysis/5E5s8Ho7qfYlKP8kJhcQa9,372267,4,6
54,0.542,0.37,1,-6.697,0,0.0325,0.175,0.000859,0.155,0.417,90.313,audio_features,3gxmMVvPjixadll34k7LsS,spotify:track:3gxmMVvPjixadll34k7LsS,https://api.spotify.com/v1/tracks/3gxmMVvPjixadll34k7LsS,https://api.spotify.com/v1/audio-analysis/3gxmMVvPjixadll34k7LsS,182728,4,4
55,0.474,0.592,3,-9.559,1,0.046,0.642,0.246,0.119,0.204,81.172,audio_features,3EmPt5Hsx40X5xKsZF0sOP,spotify:track:3EmPt5Hsx40X5xKsZF0sOP,https://api.spotify.com/v1/tracks/3EmPt5Hsx40X5xKsZF0sOP,https://api.spotify.com/v1/audio-analysis/3EmPt5Hsx40X5xKsZF0sOP,218718,4,4
56,0.729,0.286,2,-13.654,1,0.0355,0.283,0.0245,0.105,0.469,92.03,audio_features,556jf0hyPQuLNHuNWo12I5,spotify:track:556jf0hyPQuLNHuNWo12I5,https://api.spotify.com/v1/tracks/556jf0hyPQuLNHuNWo12I5,https://api.spotify.com/v1/audio-analysis/556jf0hyPQuLNHuNWo12I5,256000,4,4
57,0.575,0.7,7,-8.444,1,0.0636,0.34,0.0329,0.0998,0.113,110.989,audio_features,4XsrQYCU60mBHzjFVImgFf,spotify:track:4XsrQYCU60mBHzjFVImgFf,https://api.spotify.com/v1/tracks/4XsrQYCU60mBHzjFVImgFf,https://api.spotify.com/v1/audio-analysis/4XsrQYCU60mBHzjFVImgFf,408800,4,9
58,0.533,0.623,11,-8.829,0,0.0258,0.0606,0.897,0.295,0.421,109.994,audio_features,7eXDhsMpOFdsJWauZgq9qv,spotify:track:7eXDhsMpOFdsJWauZgq9qv,https://api.spotify.com/v1/tracks/7eXDhsMpOFdsJWauZgq9qv,https://api.spotify.com/v1/audio-analysis/7eXDhsMpOFdsJWauZgq9qv,267275,4,10
59,0.526,0.807,11,-6.505,0,0.0403,0.0151,0.108,0.153,0.277,86.998,audio_features,7stkGB6p8gmJkrZ5RKwq0f,spotify:track:7stkGB6p8gmJkrZ5RKwq0f,https://api.spotify.com/v1/tracks/7stkGB6p8gmJkrZ5RKwq0f,https://api.spotify.com/v1/audio-analysis/7stkGB6p8gmJkrZ5RKwq0f,331011,4,9
60,0.577,0.619,7,-6.314,1,0.0302,0.0317,0.000154,0.123,0.297,126.915,audio_features,5vbWQS1JfSHKfErfFdS9Ug,spotify:track:5vbWQS1JfSHKfErfFdS9Ug,https://api.spotify.com/v1/tracks/5vbWQS1JfSHKfErfFdS9Ug,https://api.spotify.com/v1/audio-analysis/5vbWQS1JfSHKfErfFdS9Ug,189385,4,9
61,0.724,0.603,10,-6.261,0,0.0317,0.183,0.000469,0.0948,0.569,111.493,audio_features,6a88fc0zSrVWGPdoj445nJ,spotify:track:6a88fc0zSrVWGPdoj445nJ,https://api.spotify.com/v1/tracks/6a88fc0zSrVWGPdoj445nJ,https://api.spotify.com/v1/audio-analysis/6a88fc0zSrVWGPdoj445nJ,240880,4,0
62,0.735,0.47,4,-9.405,1,0.1,0.266,0.000105,0.32,0.897,87.971,audio_features,3KdoeNlEN0BoAKWzaRLNZa,spotify:track:3KdoeNlEN0BoAKWzaRLNZa,https://api.spotify.com/v1/tracks/3KdoeNlEN0BoAKWzaRLNZa,https://api.spotify.com/v1/audio-analysis/3KdoeNlEN0BoAKWzaRLNZa,192621,4,0
63,0.489,0.735,1,-7.994,1,0.127,0.382,8.97e-06,0.137,0.705,98.039,audio_features,3exb88UyLZtjFppNsZpDzA,spotify:track:3exb88UyLZtjFppNsZpDzA,https://api.spotify.com/v1/tracks/3exb88UyLZtjFppNsZpDzA,https://api.spotify.com/v1/audio-analysis/3exb88UyLZtjFppNsZpDzA,229520,4,3
64,0.757,0.665,8,-5.95,0,0.0387,0.0167,0.000388,0.261,0.261,125.041,audio_features,2JvBxZDxItW58uZBheo4lO,spotify:track:2JvBxZDxItW58uZBheo4lO,https://api.spotify.com/v1/tracks/2JvBxZDxItW58uZBheo4lO,https://api.spotify.com/v1/audio-analysis/2JvBxZDxItW58uZBheo4lO,254520,4,7
65,0.713,0.505,8,-9.504,1,0.0365,0.217,0.113,0.1,0.583,101.983,audio_features,6I0m89XMkPX46MMaNmkWNK,spotify:track:6I0m89XMkPX46MMaNmkWNK,https://api.spotify.com/v1/tracks/6I0m89XMkPX46MMaNmkWNK,https://api.spotify.com/v1/audio-analysis/6I0m89XMkPX46MMaNmkWNK,219457,4,4
66,0.73,0.505,2,-9.248,1,0.0606,0.119,0.711,0.148,0.38,119.995,audio_features,3ys5J8MAFYex3zO7n9VduT,spotify:track:3ys5J8MAFYex3zO7n9VduT,https://api.spotify.com/v1/tracks/3ys5J8MAFYex3zO7n9VduT,https://api.spotify.com/v1/audio-analysis/3ys5J8MAFYex3zO7n9VduT,310573,4,6
67,0.766,0.905,9,-6.326,1,0.117,0.0148,0.0142,0.343,0.56,120.979,audio_features,7DGZWLy6mbg0hUzsPAR3ke,spotify:track:7DGZWLy6mbg0hUzsPAR3ke,https://api.spotify.com/v1/tracks/7DGZWLy6mbg0hUzsPAR3ke,https://api.spotify.com/v1/audio-analysis/7DGZWLy6mbg0hUzsPAR3ke,289347,4,3
68,0.587,0.544,10,-9.492,1,0.0265,0.587,7.65e-05,0.109,0.487,112.149,audio_features,4FoErnRC2ZrkXKKi1zO2B5,spotify:track:4FoErnRC2ZrkXKKi1zO2B5,https://api.spotify.com/v1/tracks/4FoErnRC2ZrkXKKi1zO2B5,https://api.spotify.com/v1/audio-analysis/4FoErnRC2ZrkXKKi1zO2B5,224107,4,4
69,0.63,0.835,6,-7.664,1,0.0434,0.00808,0.000102,0.523,0.602,136.986,audio_features,2YPAhxlPU2tcdlS4YSx5PA,spotify:track:2YPAhxlPU2tcdlS4YSx5PA,https://api.spotify.com/v1/tracks/2YPAhxlPU2tcdlS4YSx5PA,https://api.spotify.com/v1/audio-analysis/2YPAhxlPU2tcdlS4YSx5PA,211307,4,2
70,0.69,0.664,1,-6.488,1,0.0562,0.00753,0.00762,0.0496,0.383,164.145,audio_features,5lE2EFXt4muvLFMGQg4hZN,spotify:track:5lE2EFXt4muvLFMGQg4hZN,https://api.spotify.com/v1/tracks/5lE2EFXt4muvLFMGQg4hZN,https://api.spotify.com/v1/audio-analysis/5lE2EFXt4muvLFMGQg4hZN,230178,4,8
71,0.713,0.794,7,-8.173,1,0.0943,0.197,0.000232,0.603,0.961,155.942,audio_features,3JS3K4Kw0xnhDRsPG9kUph,spotify:track:3JS3K4Kw0xnhDRsPG9kUph,https://api.spotify.com/v1/tracks/3JS3K4Kw0xnhDRsPG9kUph,https://api.spotify.com/v1/audio-analysis/3JS3K4Kw0xnhDRsPG9kUph,206427,4,2
72,0.529,0.894,2,-3.599,1,0.0412,0.308,5.38e-06,0.254,0.543,108.024,audio_features,3lB0GMiI5KxDbTOG8V3bOx,spotify:track:3lB0GMiI5KxDbTOG8V3bOx,https://api.spotify.com/v1/tracks/3lB0GMiI5KxDbTOG8V3bOx,https://api.spotify.com/v1/audio-analysis/3lB0GMiI5KxDbTOG8V3bOx,253347,4,3
73,0.723,0.537,6,-8.416,0,0.104,0.00684,0.00902,0.106,0.772,84.982,audio_features,6XxmDjMXnfWSyXvekPxdlg,spotify:track:6XxmDjMXnfWSyXvekPxdlg,https://api.spotify.com/v1/tracks/6XxmDjMXnfWSyXvekPxdlg,https://api.spotify.com/v1/audio-analysis/6XxmDjMXnfWSyXvekPxdlg,186316,4,0
