,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,labels
221,0.706,0.76,9,-3.428,0,0.0316,0.293,0.104,0.0904,0.961,110.019,audio_features,1JGqs57Uc5EsfzZTLV1iNV,spotify:track:1JGqs57Uc5EsfzZTLV1iNV,https://api.spotify.com/v1/tracks/1JGqs57Uc5EsfzZTLV1iNV,https://api.spotify.com/v1/audio-analysis/1JGqs57Uc5EsfzZTLV1iNV,208000,4,0
222,0.661,0.16,2,-10.6,1,0.0315,0.644,0.00368,0.114,0.235,111.646,audio_features,0Vr6vFlxGoAMs6RPA5vJZY,spotify:track:0Vr6vFlxGoAMs6RPA5vJZY,https://api.spotify.com/v1/tracks/0Vr6vFlxGoAMs6RPA5vJZY,https://api.spotify.com/v1/audio-analysis/0Vr6vFlxGoAMs6RPA5vJZY,346400,4,4
223,0.86,0.594,7,-9.558,0,0.0563,0.0788,0.6,0.0395,0.811,108.054,audio_features,4NyrHyQHZer1Rf80d1aleb,spotify:track:4NyrHyQHZer1Rf80d1aleb,https://api.spotify.com/v1/tracks/4NyrHyQHZer1Rf80d1aleb,https://api.spotify.com/v1/audio-analysis/4NyrHyQHZer1Rf80d1aleb,309587,4,6
224,0.506,0.714,10,-7.802,0,0.291,0.513,0.871,0.053,0.719,160.065,audio_features,55YMj9pA2x7CkC3NmDtBkl,spotify:track:55YMj9pA2x7CkC3NmDtBkl,https://api.spotify.com/v1/tracks/55YMj9pA2x7CkC3NmDtBkl,https://api.spotify.com/v1/audio-analysis/55YMj9pA2x7CkC3NmDtBkl,321503,4,10
225,0.328,0.461,6,-8.79,1,0.0434,0.447,7.49e-05,0.155,0.232,126.015,audio_features,6Md0VfGaWXZgJc53IMqPkO,spotify:track:6Md0VfGaWXZgJc53IMqPkO,https://api.spotify.com/v1/tracks/6Md0VfGaWXZgJc53IMqPkO,https://api.spotify.com/v1/audio-analysis/6Md0VfGaWXZgJc53IMqPkO,177286,4,5
226,0.462,0.724,7,-6.008,1,0.139,0.174,0.0895,0.292,0.43,76.143,audio_features,7cVay6nalAbE9a5uRAOTQt,spotify:track:7cVay6nalAbE9a5uRAOTQt,https://api.spotify.com/v1/tracks/7cVay6nalAbE9a5uRAOTQt,https://api.spotify.com/v1/audio-analysis/7cVay6nalAbE9a5uRAOTQt,283440,5,9
227,0.854,0.671,7,-7.158,1,0.0543,0.019,0.383,0.105,0.631,107.994,audio_features,5DYD4zlGiFlkpLaf2Bk8Vl,spotify:track:5DYD4zlGiFlkpLaf2Bk8Vl,https://api.spotify.com/v1/tracks/5DYD4zlGiFlkpLaf2Bk8Vl,https://api.spotify.com/v1/audio-analysis/5DYD4zlGiFlkpLaf2Bk8Vl,234372,4,0
228,0.761,0.6,7,-7.348,1,0.0765,0.269,0.864,0.108,0.557,96.015,audio_features,7a0mPDySTtLmgE3NoIBNJp,spotify:track:7a0mPDySTtLmgE3NoIBNJp,https://api.spotify.com/v1/tracks/7a0mPDySTtLmgE3NoIBNJp,https://api.spotify.com/v1/audio-analysis/7a0mPDySTtLmgE3NoIBNJp,199036,4,6
229,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,audio_features,4fzsfWzRhPawzqhX8Qt9F3,spotify:track:4fzsfWzRhPawzqhX8Qt9F3,https://api.spotify.com/v1/tracks/4fzsfWzRhPawzqhX8Qt9F3,https://api.spotify.com/v1/audio-analysis/4fzsfWzRhPawzqhX8Qt9F3,311867,4,2
230,0.757,0.976,7,-4.61,0,0.0974,0.0075,0.169,0.0394,0.922,123.015,audio_features,0TR69tw5aybYHbSC1w4xy5,spotify:track:0TR69tw5aybYHbSC1w4xy5,https://api.spotify.com/v1/tracks/0TR69tw5aybYHbSC1w4xy5,https://api.spotify.com/v1/audio-analysis/0TR69tw5aybYHbSC1w4xy5,179461,4,0
231,0.728,0.771,5,-8.215,1,0.0411,0.0937,0.772,0.074,0.818,122.03,audio_features,41LuIHVb2tA5lNpmZ7cQxa,spotify:track:41LuIHVb2tA5lNpmZ7cQxa,https://api.spotify.com/v1/tracks/41LuIHVb2tA5lNpmZ7cQxa,https://api.spotify.com/v1/audio-analysis/41LuIHVb2tA5lNpmZ7cQxa,193773,4,6
232,0.686,0.824,11,-5.413,1,0.34,0.157,0.0,0.242,0.405,170.079,audio_features,4duqfee47U0bYpEGkIBp47,spotify:track:4duqfee47U0bYpEGkIBp47,https://api.spotify.com/v1/tracks/4duqfee47U0bYpEGkIBp47,https://api.spotify.com/v1/audio-analysis/4duqfee47U0bYpEGkIBp47,183827,4,8
233,0.56,0.865,1,-1.148,1,0.0909,0.255,0.000153,0.083,0.424,159.96,audio_features,4nlvKIIetOWGIMyhjQXgOZ,spotify:track:4nlvKIIetOWGIMyhjQXgOZ,https://api.spotify.com/v1/tracks/4nlvKIIetOWGIMyhjQXgOZ,https://api.spotify.com/v1/audio-analysis/4nlvKIIetOWGIMyhjQXgOZ,139663,4,8
234,0.443,0.767,8,-6.465,1,0.0407,0.428,0.864,0.115,0.245,105.025,audio_features,00bz5bGRGFMfACJWfhMSxx,spotify:track:00bz5bGRGFMfACJWfhMSxx,https://api.spotify.com/v1/tracks/00bz5bGRGFMfACJWfhMSxx,https://api.spotify.com/v1/audio-analysis/00bz5bGRGFMfACJWfhMSxx,306720,3,10
235,0.736,0.841,2,-4.023,1,0.087,0.00313,2.29e-05,0.0533,0.609,125.024,audio_features,7Cu9VJOK9A0gJtTTLbJ9GU,spotify:track:7Cu9VJOK9A0gJtTTLbJ9GU,https://api.spotify.com/v1/tracks/7Cu9VJOK9A0gJtTTLbJ9GU,https://api.spotify.com/v1/audio-analysis/7Cu9VJOK9A0gJtTTLbJ9GU,188107,4,3
236,0.491,0.531,0,-6.954,0,0.522,0.349,0.00851,0.128,0.557,77.015,audio_features,7h4JAMbOqLg1GV41XLhZk1,spotify:track:7h4JAMbOqLg1GV41XLhZk1,https://api.spotify.com/v1/tracks/7h4JAMbOqLg1GV41XLhZk1,https://api.spotify.com/v1/audio-analysis/7h4JAMbOqLg1GV41XLhZk1,191947,4,4
237,0.826,0.851,1,-5.666,1,0.0344,0.168,0.00246,0.249,0.789,117.018,audio_features,54bJVMbRyGmVHWslFpU4nK,spotify:track:54bJVMbRyGmVHWslFpU4nK,https://api.spotify.com/v1/tracks/54bJVMbRyGmVHWslFpU4nK,https://api.spotify.com/v1/audio-analysis/54bJVMbRyGmVHWslFpU4nK,212812,4,0
238,0.435,0.86,7,-6.374,0,0.154,0.229,0.147,0.116,0.39,168.523,audio_features,02IzyNFIbOqr7HruSSPXuI,spotify:track:02IzyNFIbOqr7HruSSPXuI,https://api.spotify.com/v1/tracks/02IzyNFIbOqr7HruSSPXuI,https://api.spotify.com/v1/audio-analysis/02IzyNFIbOqr7HruSSPXuI,184307,4,8
239,0.566,0.601,7,-7.463,1,0.0449,0.37,0.0,0.304,0.54,90.002,audio_features,7cS8eqcw4EQraaGYcUAANo,spotify:track:7cS8eqcw4EQraaGYcUAANo,https://api.spotify.com/v1/tracks/7cS8eqcw4EQraaGYcUAANo,https://api.spotify.com/v1/audio-analysis/7cS8eqcw4EQraaGYcUAANo,171733,3,4
240,0.852,0.572,1,-5.086,1,0.149,0.147,2.62e-06,0.186,0.569,90.939,audio_features,76ZZ7dCUAEXVVHnPiXiQ2T,spotify:track:76ZZ7dCUAEXVVHnPiXiQ2T,https://api.spotify.com/v1/tracks/76ZZ7dCUAEXVVHnPiXiQ2T,https://api.spotify.com/v1/audio-analysis/76ZZ7dCUAEXVVHnPiXiQ2T,216547,4,0
241,0.718,0.77,0,-8.559,1,0.0862,0.45,0.382,0.104,0.648,127.999,audio_features,7IGJtoLGzg8ynbhJuBvHWG,spotify:track:7IGJtoLGzg8ynbhJuBvHWG,https://api.spotify.com/v1/tracks/7IGJtoLGzg8ynbhJuBvHWG,https://api.spotify.com/v1/audio-analysis/7IGJtoLGzg8ynbhJuBvHWG,269973,4,0
242,0.781,0.712,5,-8.332,1,0.0369,0.404,0.603,0.0683,0.646,127.989,audio_features,6A10Rn20ulDup3uNuOohUF,spotify:track:6A10Rn20ulDup3uNuOohUF,https://api.spotify.com/v1/tracks/6A10Rn20ulDup3uNuOohUF,https://api.spotify.com/v1/audio-analysis/6A10Rn20ulDup3uNuOohUF,305480,4,6
243,0.732,0.526,9,-7.973,0,0.0312,0.0648,0.121,0.109,0.465,111.922,audio_features,47PdEZPuwJ1wOBCVexAm5O,spotify:track:47PdEZPuwJ1wOBCVexAm5O,https://api.spotify.com/v1/tracks/47PdEZPuwJ1wOBCVexAm5O,https://api.spotify.com/v1/audio-analysis/47PdEZPuwJ1wOBCVexAm5O,243947,4,7
244,0.675,0.92,0,-7.153,0,0.054,0.0123,0.114,0.329,0.841,132.0,audio_features,23PIMIlFx1FeiCmmIf1RgZ,spotify:track:23PIMIlFx1FeiCmmIf1RgZ,https://api.spotify.com/v1/tracks/23PIMIlFx1FeiCmmIf1RgZ,https://api.spotify.com/v1/audio-analysis/23PIMIlFx1FeiCmmIf1RgZ,329280,4,3
245,0.781,0.814,11,-8.164,0,0.0916,0.0148,0.838,0.128,0.736,119.993,audio_features,3FeVszrXFJCEcmbYWBZtRQ,spotify:track:3FeVszrXFJCEcmbYWBZtRQ,https://api.spotify.com/v1/tracks/3FeVszrXFJCEcmbYWBZtRQ,https://api.spotify.com/v1/audio-analysis/3FeVszrXFJCEcmbYWBZtRQ,263213,4,10
246,0.784,0.764,5,-7.051,0,0.114,0.00132,0.736,0.696,0.291,124.013,audio_features,50omU7LRGRxjL91a0VO71A,spotify:track:50omU7LRGRxjL91a0VO71A,https://api.spotify.com/v1/tracks/50omU7LRGRxjL91a0VO71A,https://api.spotify.com/v1/audio-analysis/50omU7LRGRxjL91a0VO71A,237320,4,2
247,0.779,0.609,10,-7.446,0,0.133,0.0473,3.05e-05,0.103,0.299,122.016,audio_features,1S9beER2axKheJ3AMe49Cv,spotify:track:1S9beER2axKheJ3AMe49Cv,https://api.spotify.com/v1/tracks/1S9beER2axKheJ3AMe49Cv,https://api.spotify.com/v1/audio-analysis/1S9beER2axKheJ3AMe49Cv,308293,4,7
248,0.75,0.896,10,-8.577,1,0.0623,0.0111,0.637,0.28,0.515,124.991,audio_features,5wzGHgamBPcqrWwuhGDfam,spotify:track:5wzGHgamBPcqrWwuhGDfam,https://api.spotify.com/v1/tracks/5wzGHgamBPcqrWwuhGDfam,https://api.spotify.com/v1/audio-analysis/5wzGHgamBPcqrWwuhGDfam,303707,4,10
249,0.467,0.879,5,-4.372,0,0.483,0.373,0.0,0.274,0.795,172.783,audio_features,7iG6aXHLFg9tBzP6OIyuJa,spotify:track:7iG6aXHLFg9tBzP6OIyuJa,https://api.spotify.com/v1/tracks/7iG6aXHLFg9tBzP6OIyuJa,https://api.spotify.com/v1/audio-analysis/7iG6aXHLFg9tBzP6OIyuJa,133995,4,8
250,0.374,0.922,0,-3.4,1,0.056,0.0135,0.204,0.28,0.393,153.217,audio_features,6e2pJqucDMxbp061B40r6O,spotify:track:6e2pJqucDMxbp061B40r6O,https://api.spotify.com/v1/tracks/6e2pJqucDMxbp061B40r6O,https://api.spotify.com/v1/audio-analysis/6e2pJqucDMxbp061B40r6O,293360,4,8
251,0.538,0.245,4,-16.344,1,0.0283,0.916,0.843,0.107,0.261,139.566,audio_features,0E0pBUCKYX5M244qWl05mp,spotify:track:0E0pBUCKYX5M244qWl05mp,https://api.spotify.com/v1/tracks/0E0pBUCKYX5M244qWl05mp,https://api.spotify.com/v1/audio-analysis/0E0pBUCKYX5M244qWl05mp,261983,4,1
252,0.866,0.449,10,-9.549,0,0.0451,0.373,0.59,0.108,0.717,114.998,audio_features,68rHg23ZLXkjPCixKkTVnb,spotify:track:68rHg23ZLXkjPCixKkTVnb,https://api.spotify.com/v1/tracks/68rHg23ZLXkjPCixKkTVnb,https://api.spotify.com/v1/audio-analysis/68rHg23ZLXkjPCixKkTVnb,185740,4,6
253,0.456,0.323,10,-6.764,1,0.0318,0.858,0.00913,0.146,0.363,116.903,audio_features,7dz48pntblPzJ9mTPiUH81,spotify:track:7dz48pntblPzJ9mTPiUH81,https://api.spotify.com/v1/tracks/7dz48pntblPzJ9mTPiUH81,https://api.spotify.com/v1/audio-analysis/7dz48pntblPzJ9mTPiUH81,310373,4,5
254,0.654,0.674,0,-6.688,1,0.0408,0.142,0.0131,0.0597,0.405,102.935,audio_features,0ScX6hF4ctchtXcgLj6aao,spotify:track:0ScX6hF4ctchtXcgLj6aao,https://api.spotify.com/v1/tracks/0ScX6hF4ctchtXcgLj6aao,https://api.spotify.com/v1/audio-analysis/0ScX6hF4ctchtXcgLj6aao,159840,4,7
255,0.523,0.56,5,-9.423,0,0.145,0.0532,0.83,0.0981,0.151,96.167,audio_features,4FQytrC7QjGy8mecYCnsuy,spotify:track:4FQytrC7QjGy8mecYCnsuy,https://api.spotify.com/v1/tracks/4FQytrC7QjGy8mecYCnsuy,https://api.spotify.com/v1/audio-analysis/4FQytrC7QjGy8mecYCnsuy,230470,4,6
256,0.666,0.665,9,-5.116,0,0.0278,0.00338,0.000104,0.068,0.364,96.994,audio_features,3rFeq7vjP5iyhEDssZV49n,spotify:track:3rFeq7vjP5iyhEDssZV49n,https://api.spotify.com/v1/tracks/3rFeq7vjP5iyhEDssZV49n,https://api.spotify.com/v1/audio-analysis/3rFeq7vjP5iyhEDssZV49n,261986,4,7
257,0.735,0.666,0,-7.096,0,0.049,0.023,0.171,0.116,0.617,93.993,audio_features,0lZg7hzFPuzHxnIATd5m2k,spotify:track:0lZg7hzFPuzHxnIATd5m2k,https://api.spotify.com/v1/tracks/0lZg7hzFPuzHxnIATd5m2k,https://api.spotify.com/v1/audio-analysis/0lZg7hzFPuzHxnIATd5m2k,214468,4,0
258,0.632,0.378,1,-9.096,0,0.0362,0.257,0.000104,0.143,0.223,77.98,audio_features,0KywIrJ4Xir4tS6q61aY1W,spotify:track:0KywIrJ4Xir4tS6q61aY1W,https://api.spotify.com/v1/tracks/0KywIrJ4Xir4tS6q61aY1W,https://api.spotify.com/v1/audio-analysis/0KywIrJ4Xir4tS6q61aY1W,260877,4,4
259,0.843,0.843,11,-6.671,0,0.264,0.369,0.603,0.233,0.293,117.767,audio_features,75TKpJuNK2abswVZNFJ5Uz,spotify:track:75TKpJuNK2abswVZNFJ5Uz,https://api.spotify.com/v1/tracks/75TKpJuNK2abswVZNFJ5Uz,https://api.spotify.com/v1/audio-analysis/75TKpJuNK2abswVZNFJ5Uz,311900,4,10
260,0.507,0.885,11,-5.189,0,0.0577,0.0417,3.09e-06,0.117,0.276,139.785,audio_features,6Ij84EZdWjPvK56BBobn72,spotify:track:6Ij84EZdWjPvK56BBobn72,https://api.spotify.com/v1/tracks/6Ij84EZdWjPvK56BBobn72,https://api.spotify.com/v1/audio-analysis/6Ij84EZdWjPvK56BBobn72,191054,4,8
261,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,audio_features,0TrPqhAMoaKUFLR7iYDokf,spotify:track:0TrPqhAMoaKUFLR7iYDokf,https://api.spotify.com/v1/tracks/0TrPqhAMoaKUFLR7iYDokf,https://api.spotify.com/v1/audio-analysis/0TrPqhAMoaKUFLR7iYDokf,181436,4,7
262,0.685,0.778,11,-10.129,0,0.058,0.0387,0.113,0.366,0.941,94.036,audio_features,5LcmWnjDaVWPUlLWdoaHxx,spotify:track:5LcmWnjDaVWPUlLWdoaHxx,https://api.spotify.com/v1/tracks/5LcmWnjDaVWPUlLWdoaHxx,https://api.spotify.com/v1/audio-analysis/5LcmWnjDaVWPUlLWdoaHxx,283407,4,0
263,0.76,0.964,2,-5.844,1,0.0577,0.00181,0.703,0.0975,0.643,125.003,audio_features,6ho0GyrWZN3mhi9zVRW7xi,spotify:track:6ho0GyrWZN3mhi9zVRW7xi,https://api.spotify.com/v1/tracks/6ho0GyrWZN3mhi9zVRW7xi,https://api.spotify.com/v1/audio-analysis/6ho0GyrWZN3mhi9zVRW7xi,248036,4,10
264,0.824,0.503,6,-6.94,0,0.156,0.05,5.25e-05,0.107,0.784,109.397,audio_features,6zGPytJiZmFuyVq7RTNO9G,spotify:track:6zGPytJiZmFuyVq7RTNO9G,https://api.spotify.com/v1/tracks/6zGPytJiZmFuyVq7RTNO9G,https://api.spotify.com/v1/audio-analysis/6zGPytJiZmFuyVq7RTNO9G,185419,5,0
265,0.591,0.562,2,-10.972,1,0.0291,0.161,0.779,0.111,0.138,119.878,audio_features,4fdsFgiSK33prbumkK1jf0,spotify:track:4fdsFgiSK33prbumkK1jf0,https://api.spotify.com/v1/tracks/4fdsFgiSK33prbumkK1jf0,https://api.spotify.com/v1/audio-analysis/4fdsFgiSK33prbumkK1jf0,252467,4,6
266,0.68,0.852,0,-4.919,1,0.0257,0.15,0.00294,0.126,0.707,94.523,audio_features,3NARYtRUkQEU6KCd9OgEfq,spotify:track:3NARYtRUkQEU6KCd9OgEfq,https://api.spotify.com/v1/tracks/3NARYtRUkQEU6KCd9OgEfq,https://api.spotify.com/v1/audio-analysis/3NARYtRUkQEU6KCd9OgEfq,321160,4,3
267,0.523,0.647,1,-6.385,1,0.253,0.00287,0.000327,0.344,0.192,139.72,audio_features,7vAkKCODYbpF2b6brNLzqo,spotify:track:7vAkKCODYbpF2b6brNLzqo,https://api.spotify.com/v1/tracks/7vAkKCODYbpF2b6brNLzqo,https://api.spotify.com/v1/audio-analysis/7vAkKCODYbpF2b6brNLzqo,137520,4,9
268,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,audio_features,6MF4tRr5lU8qok8IKaFOBE,spotify:track:6MF4tRr5lU8qok8IKaFOBE,https://api.spotify.com/v1/tracks/6MF4tRr5lU8qok8IKaFOBE,https://api.spotify.com/v1/audio-analysis/6MF4tRr5lU8qok8IKaFOBE,202040,4,7
269,0.631,0.568,7,-5.946,1,0.456,0.442,0.00444,0.111,0.263,140.212,audio_features,2DjLLLV2r88a8TO0hVTVrS,spotify:track:2DjLLLV2r88a8TO0hVTVrS,https://api.spotify.com/v1/tracks/2DjLLLV2r88a8TO0hVTVrS,https://api.spotify.com/v1/audio-analysis/2DjLLLV2r88a8TO0hVTVrS,151827,4,7
270,0.761,0.586,0,-5.368,1,0.359,0.0392,0.0,0.0558,0.719,149.804,audio_features,36J0iaPDGbYGsHvYpaYs3k,spotify:track:36J0iaPDGbYGsHvYpaYs3k,https://api.spotify.com/v1/tracks/36J0iaPDGbYGsHvYpaYs3k,https://api.spotify.com/v1/audio-analysis/36J0iaPDGbYGsHvYpaYs3k,169147,4,0
271,0.643,0.559,11,-8.839,0,0.0482,0.0336,0.216,0.125,0.0652,143.019,audio_features,4AaRR4TYXCnnw0dg54pgqe,spotify:track:4AaRR4TYXCnnw0dg54pgqe,https://api.spotify.com/v1/tracks/4AaRR4TYXCnnw0dg54pgqe,https://api.spotify.com/v1/audio-analysis/4AaRR4TYXCnnw0dg54pgqe,331933,4,7
272,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,audio_features,3ClBKQkKoaUQ6UOhe2xlJK,spotify:track:3ClBKQkKoaUQ6UOhe2xlJK,https://api.spotify.com/v1/tracks/3ClBKQkKoaUQ6UOhe2xlJK,https://api.spotify.com/v1/audio-analysis/3ClBKQkKoaUQ6UOhe2xlJK,342040,4,5
273,0.704,0.66,2,-7.698,1,0.0437,0.118,0.00372,0.389,0.469,155.085,audio_features,0YYYnjGL5VV9thEHIaGU4h,spotify:track:0YYYnjGL5VV9thEHIaGU4h,https://api.spotify.com/v1/tracks/0YYYnjGL5VV9thEHIaGU4h,https://api.spotify.com/v1/audio-analysis/0YYYnjGL5VV9thEHIaGU4h,225815,4,8
274,0.687,0.514,9,-6.612,0,0.0897,0.366,0.0,0.116,0.494,145.921,audio_features,41L3O37CECZt3N7ziG2z7l,spotify:track:41L3O37CECZt3N7ziG2z7l,https://api.spotify.com/v1/tracks/41L3O37CECZt3N7ziG2z7l,https://api.spotify.com/v1/audio-analysis/41L3O37CECZt3N7ziG2z7l,210427,4,7
275,0.711,0.464,4,-4.816,0,0.0488,0.648,0.00373,0.0846,0.507,127.274,audio_features,0qI1W6chJgvrSAzAkX9JBa,spotify:track:0qI1W6chJgvrSAzAkX9JBa,https://api.spotify.com/v1/tracks/0qI1W6chJgvrSAzAkX9JBa,https://api.spotify.com/v1/audio-analysis/0qI1W6chJgvrSAzAkX9JBa,234973,4,4
276,0.883,0.732,10,-7.133,0,0.343,0.0207,0.0,0.199,0.808,74.984,audio_features,1PNBqEIxQmeyP2uqpWtV2M,spotify:track:1PNBqEIxQmeyP2uqpWtV2M,https://api.spotify.com/v1/tracks/1PNBqEIxQmeyP2uqpWtV2M,https://api.spotify.com/v1/audio-analysis/1PNBqEIxQmeyP2uqpWtV2M,141150,4,0
277,0.74,0.78,1,-7.624,0,0.209,0.171,0.0,0.0794,0.605,114.98,audio_features,11NwaUSqSYmZrFWo2qO2Ng,spotify:track:11NwaUSqSYmZrFWo2qO2Ng,https://api.spotify.com/v1/tracks/11NwaUSqSYmZrFWo2qO2Ng,https://api.spotify.com/v1/audio-analysis/11NwaUSqSYmZrFWo2qO2Ng,137707,4,0
278,0.794,0.757,6,-6.644,0,0.123,0.0267,0.000306,0.0621,0.615,107.99,audio_features,41SwdQIX8Hy2u6fuEDgvWr,spotify:track:41SwdQIX8Hy2u6fuEDgvWr,https://api.spotify.com/v1/tracks/41SwdQIX8Hy2u6fuEDgvWr,https://api.spotify.com/v1/audio-analysis/41SwdQIX8Hy2u6fuEDgvWr,186680,4,0
279,0.525,0.827,6,-5.489,1,0.404,0.0327,0.0,0.168,0.693,101.042,audio_features,5goFCtUGQHU4kQuwIupc5D,spotify:track:5goFCtUGQHU4kQuwIupc5D,https://api.spotify.com/v1/tracks/5goFCtUGQHU4kQuwIupc5D,https://api.spotify.com/v1/audio-analysis/5goFCtUGQHU4kQuwIupc5D,156947,4,3
280,0.598,0.819,5,-6.599,0,0.102,0.146,0.815,0.213,0.231,169.99,audio_features,0v0zkrAqWZZwok2ulshRHt,spotify:track:0v0zkrAqWZZwok2ulshRHt,https://api.spotify.com/v1/tracks/0v0zkrAqWZZwok2ulshRHt,https://api.spotify.com/v1/audio-analysis/0v0zkrAqWZZwok2ulshRHt,215612,4,10
281,0.632,0.636,7,-10.011,1,0.035,0.0352,0.158,0.0997,0.616,111.551,audio_features,3k5oLgungD1dSOGLqQdIQw,spotify:track:3k5oLgungD1dSOGLqQdIQw,https://api.spotify.com/v1/tracks/3k5oLgungD1dSOGLqQdIQw,https://api.spotify.com/v1/audio-analysis/3k5oLgungD1dSOGLqQdIQw,252812,4,7
282,0.666,0.882,9,-2.578,1,0.0324,0.0479,0.294,0.109,0.069,127.964,audio_features,4UTwiKGU3TDnoYvNWMzqhl,spotify:track:4UTwiKGU3TDnoYvNWMzqhl,https://api.spotify.com/v1/tracks/4UTwiKGU3TDnoYvNWMzqhl,https://api.spotify.com/v1/audio-analysis/4UTwiKGU3TDnoYvNWMzqhl,275644,4,10
283,0.702,0.588,0,-6.401,1,0.149,0.596,3.88e-05,0.119,0.725,129.978,audio_features,2ioyiPzQfwsjfl2EOnvIbB,spotify:track:2ioyiPzQfwsjfl2EOnvIbB,https://api.spotify.com/v1/tracks/2ioyiPzQfwsjfl2EOnvIbB,https://api.spotify.com/v1/audio-analysis/2ioyiPzQfwsjfl2EOnvIbB,197080,4,0
284,0.834,0.79,9,-8.234,1,0.0368,0.613,0.314,0.104,0.738,98.606,audio_features,1BfyBE6vVXcWYmFmBLykL8,spotify:track:1BfyBE6vVXcWYmFmBLykL8,https://api.spotify.com/v1/tracks/1BfyBE6vVXcWYmFmBLykL8,https://api.spotify.com/v1/audio-analysis/1BfyBE6vVXcWYmFmBLykL8,181526,4,0
285,0.657,0.685,8,-5.735,1,0.0849,0.0931,0.0257,0.0922,0.407,164.555,audio_features,0qKxqVcFCMmrjjvIgjjEE6,spotify:track:0qKxqVcFCMmrjjvIgjjEE6,https://api.spotify.com/v1/tracks/0qKxqVcFCMmrjjvIgjjEE6,https://api.spotify.com/v1/audio-analysis/0qKxqVcFCMmrjjvIgjjEE6,193138,3,8
286,0.893,0.482,0,-4.779,0,0.0873,0.549,0.0164,0.0752,0.53,97.975,audio_features,1B0BQaSRHxhI0AUlItY3LK,spotify:track:1B0BQaSRHxhI0AUlItY3LK,https://api.spotify.com/v1/tracks/1B0BQaSRHxhI0AUlItY3LK,https://api.spotify.com/v1/audio-analysis/1B0BQaSRHxhI0AUlItY3LK,150027,4,0
287,0.682,0.472,7,-7.603,0,0.0458,0.228,0.0,0.965,0.442,75.817,audio_features,1WiQQafzjfgyXrtb61Y6uv,spotify:track:1WiQQafzjfgyXrtb61Y6uv,https://api.spotify.com/v1/tracks/1WiQQafzjfgyXrtb61Y6uv,https://api.spotify.com/v1/audio-analysis/1WiQQafzjfgyXrtb61Y6uv,220368,4,2
288,0.432,0.701,2,-6.976,1,0.2,0.0966,2.47e-06,0.821,0.152,168.451,audio_features,7fLN7c6w92dUK1SDmsFWoi,spotify:track:7fLN7c6w92dUK1SDmsFWoi,https://api.spotify.com/v1/tracks/7fLN7c6w92dUK1SDmsFWoi,https://api.spotify.com/v1/audio-analysis/7fLN7c6w92dUK1SDmsFWoi,170667,4,2
289,0.228,0.615,7,-5.626,1,0.0328,0.0487,0.00293,0.327,0.12,166.035,audio_features,3rQ0ZaLrkLv8HhAAKSbAC0,spotify:track:3rQ0ZaLrkLv8HhAAKSbAC0,https://api.spotify.com/v1/tracks/3rQ0ZaLrkLv8HhAAKSbAC0,https://api.spotify.com/v1/audio-analysis/3rQ0ZaLrkLv8HhAAKSbAC0,366067,4,8
290,0.257,0.379,8,-6.876,1,0.0304,0.812,8.46e-05,0.107,0.533,188.355,audio_features,5fxJc8fxbbM5ZiqaL6Ob6y,spotify:track:5fxJc8fxbbM5ZiqaL6Ob6y,https://api.spotify.com/v1/tracks/5fxJc8fxbbM5ZiqaL6Ob6y,https://api.spotify.com/v1/audio-analysis/5fxJc8fxbbM5ZiqaL6Ob6y,190933,4,5
291,0.818,0.719,2,-6.916,1,0.0748,0.309,0.000197,0.0779,0.785,98.009,audio_features,6uYM1xsg69mzynbikvv5Rq,spotify:track:6uYM1xsg69mzynbikvv5Rq,https://api.spotify.com/v1/tracks/6uYM1xsg69mzynbikvv5Rq,https://api.spotify.com/v1/audio-analysis/6uYM1xsg69mzynbikvv5Rq,355386,4,0
292,0.559,0.466,5,-6.769,1,0.0362,0.315,0.0039,0.0933,0.623,117.21,audio_features,3MJov5mT64K42o1Rffhblq,spotify:track:3MJov5mT64K42o1Rffhblq,https://api.spotify.com/v1/tracks/3MJov5mT64K42o1Rffhblq,https://api.spotify.com/v1/audio-analysis/3MJov5mT64K42o1Rffhblq,176027,4,4
293,0.819,0.637,1,-6.206,0,0.127,0.314,2.75e-06,0.143,0.868,88.0,audio_features,4Fa7miz8UqLB5x3EEOP8TV,spotify:track:4Fa7miz8UqLB5x3EEOP8TV,https://api.spotify.com/v1/tracks/4Fa7miz8UqLB5x3EEOP8TV,https://api.spotify.com/v1/audio-analysis/4Fa7miz8UqLB5x3EEOP8TV,213280,4,0
294,0.578,0.802,2,-5.422,0,0.0286,0.0889,0.000183,0.322,0.499,120.988,audio_features,14O6QFCJBVw1XFgWRXGAso,spotify:track:14O6QFCJBVw1XFgWRXGAso,https://api.spotify.com/v1/tracks/14O6QFCJBVw1XFgWRXGAso,https://api.spotify.com/v1/audio-analysis/14O6QFCJBVw1XFgWRXGAso,185455,4,3
